experiment,seed,variant,split,arch,metric,value,threshold,rank,n_compared,n_tied_at_value
earlier_accuracy_sweep,1234,gt,internal_val,efficientnet_b2,accuracy,0.8482490272043482,0.5,2,13,1
earlier_accuracy_sweep,1234,gt,internal_val,efficientnet_b3,accuracy,0.8404669260373359,0.5,3,13,1
earlier_accuracy_sweep,1234,gt,internal_val,densenet121,accuracy,0.8249027237033112,0.5,4,13,3
earlier_accuracy_sweep,1234,gt,internal_val,efficientnet_b4,accuracy,0.8249027237033112,0.5,4,13,3
earlier_accuracy_sweep,1234,gt,internal_val,inception_v3,accuracy,0.8249027237033112,0.5,4,13,3
earlier_accuracy_sweep,1234,gt,internal_val,densenet201,accuracy,0.8171206225362988,0.5,7,13,2
earlier_accuracy_sweep,1234,gt,internal_val,efficientnet_b1,accuracy,0.8171206225362988,0.5,7,13,2
earlier_accuracy_sweep,1234,gt,internal_val,efficientnet_b0,accuracy,0.8093385213692864,0.5,9,13,2
earlier_accuracy_sweep,1234,gt,internal_val,resnet18,accuracy,0.8093385213692864,0.5,9,13,2
earlier_accuracy_sweep,1234,gt,internal_val,efficientnet_b5,accuracy,0.7898832684517555,0.5,11,13,1
earlier_accuracy_sweep,1234,gt,internal_val,resnet101,accuracy,0.7859922178682494,0.5,12,13,1
earlier_accuracy_sweep,1234,gt,internal_val,vgg19,accuracy,0.7665369649507184,0.5,13,13,1
earlier_accuracy_sweep,1234,gt,internal_val,resnet50,auc,0.9292220113851993,0.5,1,13,1
earlier_accuracy_sweep,1234,gt,internal_val,efficientnet_b2,auc,0.9178368121442126,0.5,2,13,1
earlier_accuracy_sweep,1234,gt,internal_val,efficientnet_b3,auc,0.9118912080961418,0.5,3,13,1
earlier_accuracy_sweep,1234,gt,internal_val,densenet121,auc,0.9101834282099937,0.5,4,13,1
earlier_accuracy_sweep,1234,gt,internal_val,inception_v3,auc,0.9097406704617331,0.5,5,13,1
earlier_accuracy_sweep,1234,gt,internal_val,efficientnet_b1,auc,0.9027830487033524,0.5,6,13,1
earlier_accuracy_sweep,1234,gt,internal_val,efficientnet_b4,auc,0.8934218848829855,0.5,7,13,1
earlier_accuracy_sweep,1234,gt,internal_val,densenet201,auc,0.8842504743833017,0.5,8,13,1
earlier_accuracy_sweep,1234,gt,internal_val,resnet18,auc,0.8840607210626185,0.5,9,13,1
earlier_accuracy_sweep,1234,gt,internal_val,efficientnet_b0,auc,0.8832384566729917,0.5,10,13,1
earlier_accuracy_sweep,1234,gt,internal_val,resnet101,auc,0.8719797596457939,0.5,11,13,1
earlier_accuracy_sweep,1234,gt,internal_val,efficientnet_b5,auc,0.8579380139152435,0.5,12,13,1
earlier_accuracy_sweep,1234,gt,internal_val,vgg19,auc,0.8342820999367488,0.5,13,13,1
earlier_accuracy_sweep,2025,gt,internal_val,efficientnet_b0,accuracy,0.8521400777878545,0.5,1,13,1
earlier_accuracy_sweep,2025,gt,internal_val,efficientnet_b1,accuracy,0.8443579766208421,0.5,2,13,2
earlier_accuracy_sweep,2025,gt,internal_val,efficientnet_b2,accuracy,0.8443579766208421,0.5,2,13,2
earlier_accuracy_sweep,2025,gt,internal_val,efficientnet_b4,accuracy,0.8404669260373359,0.5,4,13,1
earlier_accuracy_sweep,2025,gt,internal_val,efficientnet_b3,accuracy,0.8365758754538297,0.5,5,13,1
earlier_accuracy_sweep,2025,gt,internal_val,densenet121,accuracy,0.8210116731198049,0.5,6,13,1
earlier_accuracy_sweep,2025,gt,internal_val,resnet101,accuracy,0.801556420202274,0.5,7,13,1
earlier_accuracy_sweep,2025,gt,internal_val,resnet18,accuracy,0.7976653696187679,0.5,8,13,1
earlier_accuracy_sweep,2025,gt,internal_val,resnet50,accuracy,0.7937743190352616,0.5,9,13,1
earlier_accuracy_sweep,2025,gt,internal_val,inception_v3,accuracy,0.7821011672847431,0.5,10,13,1
earlier_accuracy_sweep,2025,gt,internal_val,efficientnet_b5,accuracy,0.7743190661177307,0.5,11,13,1
earlier_accuracy_sweep,2025,gt,internal_val,densenet201,accuracy,0.758754863783706,0.5,12,13,1
earlier_accuracy_sweep,2025,gt,internal_val,vgg19,accuracy,0.7548638132001998,0.5,13,13,1
earlier_accuracy_sweep,2025,gt,internal_val,efficientnet_b0,auc,0.9235294117647059,0.5,1,13,1
earlier_accuracy_sweep,2025,gt,internal_val,efficientnet_b1,auc,0.9178368121442125,0.5,2,13,1
earlier_accuracy_sweep,2025,gt,internal_val,efficientnet_b2,auc,0.9134092346616066,0.5,3,13,1
earlier_accuracy_sweep,2025,gt,internal_val,efficientnet_b4,auc,0.9088551549652119,0.5,4,13,1
earlier_accuracy_sweep,2025,gt,internal_val,resnet50,auc,0.8895635673624288,0.5,5,13,1
earlier_accuracy_sweep,2025,gt,internal_val,efficientnet_b3,auc,0.8867805186590765,0.5,6,13,1
earlier_accuracy_sweep,2025,gt,internal_val,densenet121,auc,0.8845667299177735,0.5,7,13,1
earlier_accuracy_sweep,2025,gt,internal_val,resnet101,auc,0.8794433902593295,0.5,8,13,1
earlier_accuracy_sweep,2025,gt,internal_val,resnet18,auc,0.8741935483870967,0.5,9,13,1
earlier_accuracy_sweep,2025,gt,internal_val,efficientnet_b5,auc,0.8560404807084124,0.5,10,13,1
earlier_accuracy_sweep,2025,gt,internal_val,inception_v3,auc,0.8512333965844403,0.5,11,13,1
earlier_accuracy_sweep,2025,gt,internal_val,densenet201,auc,0.8269449715370019,0.5,12,13,1
earlier_accuracy_sweep,2025,gt,internal_val,vgg19,auc,0.750853889943074,0.5,13,13,1
original_224px,67,gt,external_test1,efficientnet_b4,accuracy,0.8425925925925926,0.502635,1,13,1
original_224px,67,gt,external_test1,efficientnet_b0,accuracy,0.8333333333333334,0.479711,2,13,1
original_224px,67,gt,external_test1,densenet201,accuracy,0.8055555555555556,0.663756,3,13,2
original_224px,67,gt,external_test1,inception_v3,accuracy,0.8055555555555556,0.60521,3,13,2
original_224px,67,gt,external_test1,densenet121,accuracy,0.7870370370370371,0.548333,5,13,1
original_224px,67,gt,external_test1,resnet101,accuracy,0.7777777777777778,0.703676,6,13,1
original_224px,67,gt,external_test1,efficientnet_b1,accuracy,0.7685185185185185,0.481287,7,13,1
original_224px,67,gt,external_test1,efficientnet_b5,accuracy,0.7592592592592593,0.507291,8,13,2
original_224px,67,gt,external_test1,resnet50,accuracy,0.7592592592592593,0.677875,8,13,2
original_224px,67,gt,external_test1,efficientnet_b3,accuracy,0.75,0.500493,10,13,2
original_224px,67,gt,external_test1,resnet18,accuracy,0.75,0.465852,10,13,2
original_224px,67,gt,external_test1,efficientnet_b2,accuracy,0.7314814814814815,0.506876,12,13,1
original_224px,67,gt,external_test1,vgg19,accuracy,0.6666666666666666,0.509953,13,13,1
original_224px,67,gt,external_test1,efficientnet_b0,auc,0.903225806451613,0.479711,1,13,1
original_224px,67,gt,external_test1,efficientnet_b4,auc,0.8856942496493689,0.502635,2,13,1
original_224px,67,gt,external_test1,densenet121,auc,0.8783309957924264,0.548333,3,13,1
original_224px,67,gt,external_test1,densenet201,auc,0.8643057503506311,0.663756,4,13,1
original_224px,67,gt,external_test1,resnet101,auc,0.8572931276297335,0.703676,5,13,1
original_224px,67,gt,external_test1,resnet18,auc,0.8513323983169706,0.465852,6,13,1
original_224px,67,gt,external_test1,inception_v3,auc,0.8390603085553998,0.60521,7,13,1
original_224px,67,gt,external_test1,resnet50,auc,0.8383590462833099,0.677875,8,13,1
original_224px,67,gt,external_test1,efficientnet_b3,auc,0.832748948106592,0.500493,9,13,1
original_224px,67,gt,external_test1,efficientnet_b1,auc,0.829593267882188,0.481287,10,13,1
original_224px,67,gt,external_test1,efficientnet_b5,auc,0.8124123422159889,0.507291,11,13,1
original_224px,67,gt,external_test1,efficientnet_b2,auc,0.8043478260869565,0.506876,12,13,1
original_224px,67,gt,external_test1,vgg19,auc,0.7023141654978962,0.509953,13,13,1
original_224px,67,gt,external_test2,resnet18,accuracy,0.8404255319148937,0.465852,1,13,1
original_224px,67,gt,external_test2,densenet121,accuracy,0.8085106382978723,0.548333,2,13,1
original_224px,67,gt,external_test2,resnet101,accuracy,0.7659574468085106,0.703676,3,13,1
original_224px,67,gt,external_test2,densenet201,accuracy,0.7553191489361702,0.663756,4,13,4
original_224px,67,gt,external_test2,efficientnet_b2,accuracy,0.7553191489361702,0.506876,4,13,4
original_224px,67,gt,external_test2,inception_v3,accuracy,0.7553191489361702,0.60521,4,13,4
original_224px,67,gt,external_test2,vgg19,accuracy,0.7553191489361702,0.509953,4,13,4
original_224px,67,gt,external_test2,efficientnet_b0,accuracy,0.7446808510638298,0.479711,8,13,2
original_224px,67,gt,external_test2,efficientnet_b1,accuracy,0.7446808510638298,0.481287,8,13,2
original_224px,67,gt,external_test2,efficientnet_b3,accuracy,0.7127659574468085,0.500493,10,13,1
original_224px,67,gt,external_test2,efficientnet_b4,accuracy,0.7021276595744681,0.502635,11,13,2
original_224px,67,gt,external_test2,resnet50,accuracy,0.7021276595744681,0.677875,11,13,2
original_224px,67,gt,external_test2,efficientnet_b5,accuracy,0.6276595744680851,0.507291,13,13,1
original_224px,67,gt,external_test2,densenet121,auc,0.8772802653399668,0.548333,1,13,1
original_224px,67,gt,external_test2,efficientnet_b1,auc,0.8756218905472637,0.481287,2,13,1
original_224px,67,gt,external_test2,resnet18,auc,0.8673300165837479,0.465852,3,13,1
original_224px,67,gt,external_test2,densenet201,auc,0.8380320619126589,0.663756,4,13,1
original_224px,67,gt,external_test2,efficientnet_b2,auc,0.8302929795467109,0.506876,5,13,1
original_224px,67,gt,external_test2,inception_v3,auc,0.8264234383637369,0.60521,6,13,1
original_224px,67,gt,external_test2,resnet101,auc,0.8253178551686015,0.703676,7,13,1
original_224px,67,gt,external_test2,efficientnet_b0,auc,0.8247650635710337,0.479711,8,13,1
original_224px,67,gt,external_test2,resnet50,auc,0.7810945273631842,0.677875,9,13,1
original_224px,67,gt,external_test2,efficientnet_b5,auc,0.746268656716418,0.507291,10,13,1
original_224px,67,gt,external_test2,efficientnet_b4,auc,0.7213930348258706,0.502635,11,13,1
original_224px,67,gt,external_test2,efficientnet_b3,auc,0.6965174129353233,0.500493,12,13,1
original_224px,67,gt,external_test2,vgg19,auc,0.5594250967385296,0.509953,13,13,1
original_224px,67,gt,internal_val,densenet121,accuracy,0.8599221789883269,0.548333,1,13,1
original_224px,67,gt,internal_val,efficientnet_b0,accuracy,0.8443579766536965,0.479711,2,13,1
original_224px,67,gt,internal_val,inception_v3,accuracy,0.8365758754863813,0.60521,3,13,2
original_224px,67,gt,internal_val,resnet101,accuracy,0.8365758754863813,0.703676,3,13,2
original_224px,67,gt,internal_val,densenet201,accuracy,0.8171206225680934,0.663756,5,13,2
original_224px,67,gt,internal_val,efficientnet_b4,accuracy,0.8171206225680934,0.502635,5,13,2
original_224px,67,gt,internal_val,resnet18,accuracy,0.8054474708171206,0.465852,7,13,1
original_224px,67,gt,internal_val,efficientnet_b3,accuracy,0.8015564202334631,0.500493,8,13,1
original_224px,67,gt,internal_val,efficientnet_b1,accuracy,0.7976653696498055,0.481287,9,13,2
original_224px,67,gt,internal_val,efficientnet_b2,accuracy,0.7976653696498055,0.506876,9,13,2
original_224px,67,gt,internal_val,efficientnet_b5,accuracy,0.7782101167315175,0.507291,11,13,1
original_224px,67,gt,internal_val,resnet50,accuracy,0.7626459143968871,0.677875,12,13,1
original_224px,67,gt,internal_val,vgg19,accuracy,0.6498054474708171,0.509953,13,13,1
original_224px,67,gt,internal_val,resnet101,auc,0.9144845034788109,0.703676,1,13,1
original_224px,67,gt,internal_val,efficientnet_b0,auc,0.9123339658444023,0.479711,2,13,1
original_224px,67,gt,internal_val,densenet121,auc,0.9026565464895635,0.548333,3,13,1
original_224px,67,gt,internal_val,inception_v3,auc,0.8850727387729285,0.60521,4,13,1
original_224px,67,gt,internal_val,densenet201,auc,0.8763440860215054,0.663756,5,13,1
original_224px,67,gt,internal_val,efficientnet_b4,auc,0.8744465528146742,0.502635,6,13,1
original_224px,67,gt,internal_val,efficientnet_b2,auc,0.8638836179633144,0.506876,7,13,1
original_224px,67,gt,internal_val,efficientnet_b3,auc,0.8597090449082859,0.500493,8,13,1
original_224px,67,gt,internal_val,efficientnet_b1,auc,0.8586337760910816,0.481287,9,13,1
original_224px,67,gt,internal_val,resnet18,auc,0.853573687539532,0.465852,10,13,1
original_224px,67,gt,internal_val,efficientnet_b5,auc,0.8514231499051232,0.507291,11,13,1
original_224px,67,gt,internal_val,resnet50,auc,0.8351043643263757,0.677875,12,13,1
original_224px,67,gt,internal_val,vgg19,auc,0.509709044908286,0.509953,13,13,1
original_224px,67,model,external_test1,efficientnet_b0,accuracy,0.8425925925925926,0.497956,1,13,2
original_224px,67,model,external_test1,efficientnet_b1,accuracy,0.8425925925925926,0.479877,1,13,2
original_224px,67,model,external_test1,densenet121,accuracy,0.8148148148148148,0.5,3,13,2
original_224px,67,model,external_test1,efficientnet_b4,accuracy,0.8148148148148148,0.509471,3,13,2
original_224px,67,model,external_test1,inception_v3,accuracy,0.8055555555555556,0.648854,5,13,1
original_224px,67,model,external_test1,resnet101,accuracy,0.7962962962962963,0.844028,6,13,1
original_224px,67,model,external_test1,densenet201,accuracy,0.7777777777777778,0.557055,7,13,1
original_224px,67,model,external_test1,efficientnet_b2,accuracy,0.7592592592592593,0.483503,8,13,1
original_224px,67,model,external_test1,resnet18,accuracy,0.75,0.550993,9,13,1
original_224px,67,model,external_test1,resnet50,accuracy,0.7314814814814815,0.23802,10,13,1
original_224px,67,model,external_test1,efficientnet_b3,accuracy,0.6851851851851852,0.488396,11,13,2
original_224px,67,model,external_test1,efficientnet_b5,accuracy,0.6851851851851852,0.537694,11,13,2
original_224px,67,model,external_test1,vgg19,accuracy,0.6574074074074074,0.510012,13,13,1
original_224px,67,model,external_test1,efficientnet_b1,auc,0.8955119214586256,0.479877,1,13,1
original_224px,67,model,external_test1,efficientnet_b0,auc,0.8920056100981768,0.497956,2,13,1
original_224px,67,model,external_test1,densenet121,auc,0.8892005610098177,0.5,3,13,1
original_224px,67,model,external_test1,efficientnet_b4,auc,0.8730715287517532,0.509471,4,13,1
original_224px,67,model,external_test1,inception_v3,auc,0.8678120617110799,0.648854,5,13,1
original_224px,67,model,external_test1,resnet101,auc,0.8600981767180925,0.844028,6,13,1
original_224px,67,model,external_test1,densenet201,auc,0.8576437587657784,0.557055,7,13,1
original_224px,67,model,external_test1,resnet18,auc,0.8387096774193549,0.550993,8,13,1
original_224px,67,model,external_test1,efficientnet_b2,auc,0.8348527349228612,0.483503,9,13,1
original_224px,67,model,external_test1,resnet50,auc,0.8022440392706873,0.23802,10,13,1
original_224px,67,model,external_test1,efficientnet_b3,auc,0.7661290322580645,0.488396,11,13,1
original_224px,67,model,external_test1,efficientnet_b5,auc,0.7636746143057505,0.537694,12,13,1
original_224px,67,model,external_test1,vgg19,auc,0.6479663394109396,0.510012,13,13,1
original_224px,67,model,external_test2,densenet121,accuracy,0.8191489361702128,0.5,1,13,1
original_224px,67,model,external_test2,resnet101,accuracy,0.7446808510638298,0.844028,2,13,1
original_224px,67,model,external_test2,efficientnet_b0,accuracy,0.7340425531914894,0.497956,3,13,2
original_224px,67,model,external_test2,resnet18,accuracy,0.7340425531914894,0.550993,3,13,2
original_224px,67,model,external_test2,densenet201,accuracy,0.723404255319149,0.557055,5,13,3
original_224px,67,model,external_test2,efficientnet_b1,accuracy,0.723404255319149,0.479877,5,13,3
original_224px,67,model,external_test2,efficientnet_b2,accuracy,0.723404255319149,0.483503,5,13,3
original_224px,67,model,external_test2,efficientnet_b4,accuracy,0.7127659574468085,0.509471,8,13,2
original_224px,67,model,external_test2,vgg19,accuracy,0.7127659574468085,0.510012,8,13,2
original_224px,67,model,external_test2,inception_v3,accuracy,0.7021276595744681,0.648854,10,13,2
original_224px,67,model,external_test2,resnet50,accuracy,0.7021276595744681,0.23802,10,13,2
original_224px,67,model,external_test2,efficientnet_b3,accuracy,0.6914893617021277,0.488396,12,13,2
original_224px,67,model,external_test2,efficientnet_b5,accuracy,0.6914893617021277,0.537694,12,13,2
original_224px,67,model,external_test2,densenet121,auc,0.8645660585959093,0.5,1,13,1
original_224px,67,model,external_test2,resnet18,auc,0.8490878938640133,0.550993,2,13,1
original_224px,67,model,external_test2,efficientnet_b0,auc,0.8081813156440022,0.497956,3,13,1
original_224px,67,model,external_test2,resnet101,auc,0.8048645660585959,0.844028,4,13,1
original_224px,67,model,external_test2,densenet201,auc,0.7998894416804865,0.557055,5,13,1
original_224px,67,model,external_test2,efficientnet_b1,auc,0.7954671088999448,0.479877,6,13,1
original_224px,67,model,external_test2,inception_v3,auc,0.7954671088999447,0.648854,7,13,1
original_224px,67,model,external_test2,efficientnet_b2,auc,0.7899391929242675,0.483503,8,13,1
original_224px,67,model,external_test2,efficientnet_b3,auc,0.750138197899392,0.488396,9,13,1
original_224px,67,model,external_test2,resnet50,auc,0.7252625760088447,0.23802,10,13,1
original_224px,67,model,external_test2,efficientnet_b5,auc,0.7142067440574903,0.537694,11,13,1
original_224px,67,model,external_test2,efficientnet_b4,auc,0.6749585406301825,0.509471,12,13,1
original_224px,67,model,external_test2,vgg19,auc,0.56661138750691,0.510012,13,13,1
original_224px,67,model,internal_val,densenet121,accuracy,0.8560311284046692,0.5,1,13,1
original_224px,67,model,internal_val,efficientnet_b0,accuracy,0.8365758754863813,0.497956,2,13,1
original_224px,67,model,internal_val,resnet101,accuracy,0.8326848249027238,0.844028,3,13,1
original_224px,67,model,internal_val,efficientnet_b4,accuracy,0.8249027237354085,0.509471,4,13,1
original_224px,67,model,internal_val,efficientnet_b2,accuracy,0.8210116731517509,0.483503,5,13,2
original_224px,67,model,internal_val,efficientnet_b3,accuracy,0.8210116731517509,0.488396,5,13,2
original_224px,67,model,internal_val,densenet201,accuracy,0.8015564202334631,0.557055,7,13,2
original_224px,67,model,internal_val,inception_v3,accuracy,0.8015564202334631,0.648854,7,13,2
original_224px,67,model,internal_val,resnet18,accuracy,0.7937743190661478,0.550993,9,13,1
original_224px,67,model,internal_val,efficientnet_b1,accuracy,0.7821011673151751,0.479877,10,13,1
original_224px,67,model,internal_val,efficientnet_b5,accuracy,0.7704280155642024,0.537694,11,13,1
original_224px,67,model,internal_val,resnet50,accuracy,0.7587548638132295,0.23802,12,13,1
original_224px,67,model,internal_val,vgg19,accuracy,0.642023346303502,0.510012,13,13,1
original_224px,67,model,internal_val,efficientnet_b0,auc,0.9076533839342189,0.497956,1,13,1
original_224px,67,model,internal_val,densenet121,auc,0.905629348513599,0.5,2,13,1
original_224px,67,model,internal_val,resnet101,auc,0.8985452245414295,0.844028,3,13,1
original_224px,67,model,internal_val,efficientnet_b2,auc,0.8757115749525617,0.483503,4,13,1
original_224px,67,model,internal_val,efficientnet_b4,auc,0.8748893105629348,0.509471,5,13,1
original_224px,67,model,internal_val,densenet201,auc,0.8704617330803288,0.557055,6,13,1
original_224px,67,model,internal_val,resnet18,auc,0.8586337760910816,0.550993,7,13,1
original_224px,67,model,internal_val,inception_v3,auc,0.8573687539531942,0.648854,8,13,1
original_224px,67,model,internal_val,efficientnet_b1,auc,0.8524984187223276,0.479877,9,13,1
original_224px,67,model,internal_val,efficientnet_b3,auc,0.8318153067678685,0.488396,10,13,1
original_224px,67,model,internal_val,efficientnet_b5,auc,0.824731182795699,0.537694,11,13,1
original_224px,67,model,internal_val,resnet50,auc,0.8068311195445921,0.23802,12,13,1
original_224px,67,model,internal_val,vgg19,auc,0.5092030360531309,0.510012,13,13,1
revision_auc_sweep,67,gt,internal_val,efficientnet_b0,accuracy,0.8871595330739299,0.4262874126434326,1,13,1
revision_auc_sweep,67,gt,internal_val,densenet121,accuracy,0.8443579766536965,0.3827771842479706,2,13,1
revision_auc_sweep,67,gt,internal_val,efficientnet_b4,accuracy,0.8404669260700389,0.5157954096794128,3,13,1
revision_auc_sweep,67,gt,internal_val,efficientnet_b1,accuracy,0.8365758754863813,0.44269153475761414,4,13,1
revision_auc_sweep,67,gt,internal_val,resnet18,accuracy,0.8287937743190662,0.44332969188690186,5,13,1
revision_auc_sweep,67,gt,internal_val,densenet201,accuracy,0.8249027237354085,0.8427901268005371,6,13,2
revision_auc_sweep,67,gt,internal_val,efficientnet_b2,accuracy,0.8249027237354085,0.4843752980232239,6,13,2
revision_auc_sweep,67,gt,internal_val,efficientnet_b3,accuracy,0.8132295719844358,0.6027401089668274,8,13,1
revision_auc_sweep,67,gt,internal_val,inception_v3,accuracy,0.7898832684824902,0.4597640633583069,9,13,1
revision_auc_sweep,67,gt,internal_val,efficientnet_b5,accuracy,0.7859922178988327,0.4368809163570404,10,13,2
revision_auc_sweep,67,gt,internal_val,resnet50,accuracy,0.7859922178988327,0.43396610021591187,10,13,2
revision_auc_sweep,67,gt,internal_val,resnet101,accuracy,0.7821011673151751,0.3241371512413025,12,13,1
revision_auc_sweep,67,gt,internal_val,vgg19,accuracy,0.7392996108949417,0.4385819435119629,13,13,1
revision_auc_sweep,67,gt,internal_val,efficientnet_b0,auc,0.9454142947501581,0.4262874126434326,1,13,1
revision_auc_sweep,67,gt,internal_val,densenet121,auc,0.9118912080961418,0.3827771842479706,2,13,1
revision_auc_sweep,67,gt,internal_val,efficientnet_b1,auc,0.903415559772296,0.44269153475761414,3,13,1
revision_auc_sweep,67,gt,internal_val,efficientnet_b2,auc,0.8978494623655914,0.4843752980232239,4,13,1
revision_auc_sweep,67,gt,internal_val,densenet201,auc,0.8973434535104364,0.8427901268005371,5,13,1
revision_auc_sweep,67,gt,internal_val,efficientnet_b3,auc,0.889943074003795,0.6027401089668274,6,13,1
revision_auc_sweep,67,gt,internal_val,resnet18,auc,0.8896268184693231,0.44332969188690186,7,13,1
revision_auc_sweep,67,gt,internal_val,efficientnet_b4,auc,0.8881720430107525,0.5157954096794128,8,13,1
revision_auc_sweep,67,gt,internal_val,efficientnet_b5,auc,0.855471220746363,0.4368809163570404,9,13,1
revision_auc_sweep,67,gt,internal_val,inception_v3,auc,0.8514231499051234,0.4597640633583069,10,13,1
revision_auc_sweep,67,gt,internal_val,resnet101,auc,0.8431372549019609,0.3241371512413025,11,13,1
revision_auc_sweep,67,gt,internal_val,resnet50,auc,0.8403542061986086,0.43396610021591187,12,13,1
revision_auc_sweep,67,gt,internal_val,vgg19,auc,0.7380455407969639,0.4385819435119629,13,13,1
revision_auc_sweep,1234,gt,internal_val,efficientnet_b1,accuracy,0.867704280155642,0.46942421793937683,1,13,1
revision_auc_sweep,1234,gt,internal_val,efficientnet_b0,accuracy,0.8599221789883269,0.4643017649650574,2,13,1
revision_auc_sweep,1234,gt,internal_val,efficientnet_b3,accuracy,0.8560311284046692,0.5518215894699097,3,13,1
revision_auc_sweep,1234,gt,internal_val,efficientnet_b4,accuracy,0.8482490272373541,0.5415185689926147,4,13,1
revision_auc_sweep,1234,gt,internal_val,efficientnet_b2,accuracy,0.8365758754863813,0.4033322334289551,5,13,1
revision_auc_sweep,1234,gt,internal_val,densenet121,accuracy,0.8249027237354085,0.5640755891799927,6,13,1
revision_auc_sweep,1234,gt,internal_val,densenet201,accuracy,0.8171206225680934,0.652288019657135,7,13,1
revision_auc_sweep,1234,gt,internal_val,inception_v3,accuracy,0.8093385214007782,0.7247374057769775,8,13,2
revision_auc_sweep,1234,gt,internal_val,vgg19,accuracy,0.8093385214007782,0.6347259283065796,8,13,2
revision_auc_sweep,1234,gt,internal_val,resnet18,accuracy,0.8015564202334631,0.44720277190208435,10,13,1
revision_auc_sweep,1234,gt,internal_val,resnet50,accuracy,0.7976653696498055,0.5205893516540527,11,13,1
revision_auc_sweep,1234,gt,internal_val,resnet101,accuracy,0.7782101167315175,0.19690828025341034,12,13,1
revision_auc_sweep,1234,gt,internal_val,efficientnet_b5,accuracy,0.7665369649805448,0.6665834784507751,13,13,1
revision_auc_sweep,1234,gt,internal_val,efficientnet_b1,auc,0.9384566729917774,0.46942421793937683,1,13,1
revision_auc_sweep,1234,gt,internal_val,efficientnet_b3,auc,0.9194180898165718,0.5518215894699097,2,13,1
revision_auc_sweep,1234,gt,internal_val,efficientnet_b0,auc,0.9137254901960784,0.4643017649650574,3,13,1
revision_auc_sweep,1234,gt,internal_val,efficientnet_b4,auc,0.9101201771030993,0.5415185689926147,4,13,1
revision_auc_sweep,1234,gt,internal_val,efficientnet_b2,auc,0.9098671726755218,0.4033322334289551,5,13,1
revision_auc_sweep,1234,gt,internal_val,densenet201,auc,0.8959519291587602,0.652288019657135,6,13,1
revision_auc_sweep,1234,gt,internal_val,densenet121,auc,0.8829854522454142,0.5640755891799927,7,13,1
revision_auc_sweep,1234,gt,internal_val,vgg19,auc,0.8815306767868437,0.6347259283065796,8,13,1
revision_auc_sweep,1234,gt,internal_val,resnet18,auc,0.8773561037318153,0.44720277190208435,9,13,1
